"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"decals/firefront_gold";"Winner of the ""Fire Front"" tournament";"Gagnant du tournoi ""Front de flamme""";"Vincitore del torneo ""Fronte Infuocato""";"Gewinner des ""Feuerfront"" - Turniers";"Ganador del torneo ""Frente de fuego""";"Победитель турнира ""Огненный фронт""";"Zwycięzca turnieju „Ognisty Front”";"Vítěz turnaje ""Ohnivá fronta""";"""Fire Front"" Turnuvası Kazananı";"“\t烈\t火\t前\t线\t”\t比\t赛\t获\t胜\t者\t专\t属\t贴\t花";"Winner of the ""Fire Front"" tournament";"Vencedor da Copa Fire Front";"Winner of the ""Fire Front"" tournament";"Переможець турніру ""Вогняний фронт""";"Pobednik turnira ""Vatreni Front""";"„Tűzvonal” bajnokság győztese";"Winner of the ""Fire Front"" tournament";"Пераможца турніру «Вогненны фронт»";"Winner of the ""Fire Front"" tournament";"Winner of the ""Fire Front"" tournament";"Winner of the ""Fire Front"" tournament";;
"decals/firefront_gold/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/firefront_silver";"""Fire Front"" tournament participant";"Participant du tournoi ""Front de flamme""";"Partecipante al torneo ""Fronte Infuocato""";"Teilnehmer des ""Feuerfront"" - Turniers";"Participante del torneo ""Frente de fuego""";"Участник турнира ""Огненный фронт""";"Uczestnik turnieju „Ognisty Front”";"Účastník turnaje ""Ohnivá fronta""";"""Fire Front"" Turnuvası Katılımcısı";"“\t烈\t火\t前\t线\t”\t比\t赛\t参\t与\t者";"""Fire Front"" tournament participant";"Participante da Copa Fire Front";"""Fire Front"" tournament participant";"Учасник турніру ""Вогняний фронт""";"""Vatreni Front"" turnirski učesnik";"„Tűzvonal” bajnokság résztvevője";"""Fire Front"" tournament participant";"Удзельнік турніру «Вогненны фронт»";"""Fire Front"" tournament participant";"""Fire Front"" tournament participant";"""Fire Front"" tournament participant";;
"decals/firefront_silver/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/razer_decal";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"kresba Razer";"Razer";"雷\t蛇";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";"Razer";;
"decals/razer_decal/desc";"Razer emblem";"Razer emblem";"Stemma Razer";"Razer emblem";"Razer emblem";"Эмблема Razer";"Oznaczenie Razer";"* pokud čtete tento text, udělejte Printscreen a kontaktujte českého překladatele (Jerson) na forum.warthunder.com";"Razer amblemi";"雷\t蛇\t商\t标";"Razer emblem";"Razer emblem";"Razer emblem";"Емблема Razer";"Razer amblem";"Razer logó";"Razer emblem";"Эмблема Razer";"Razer emblem";"Razer emblem";"Razer emblem";;
"decals/it_279a_sq_as_skull";"""Skull"" emblem";"""Skull"" emblem";"Stemma ""Teschio""";"""Skull"" emblem";"""Skull"" emblem";"Эмблема 279-й эскадрильи";"""Skull"" emblem";"emblém 279 ͣ  Squadriglia A.S., Regia Aeronautica";"""Kafatası"" amblemi";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";"„Koponya” embléma";"""Skull"" emblem";"Эмблема 279-й эскадрыллі";"""Skull"" emblem";"""Skull"" emblem";"""Skull"" emblem";;
"decals/it_279a_sq_as_skull/desc";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"Stemma ""Teschio"", 279^ Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"Эмблема 279-й эскадрильи торпедоносцев ВВС Италии";"""Skull"" emblem, 279 Squadriglia AS";"279. peruť
Italské královské letectvo";"""Kafatası"" amblemi, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"„Koponya” embléma, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"Эмблема 279-й эскадрыллі тарпеданосцаў ВПС Італіі";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";"""Skull"" emblem, 279 Squadriglia AS";;
"decals/it_1o_stormo_ct_bird";"""Bird"" emblem";"""Bird"" emblem";"Stemma ""Aquila""";"""Bird"" emblem";"""Bird"" emblem";"Эмблема 1-го истребительного полка";"""Bird"" emblem";"emblém 1 ͦ  Stormo C.T., Regia Aeronautica";"""Kuş"" amblemi";"""Bird"" emblem";"""Bird"" emblem";"""Bird"" emblem";"""Bird"" emblem";"""Bird"" emblem";"""Bird"" emblem";"„Madár” embléma";"""Bird"" emblem";"Эмблема 1-га знішчальнага палка";"""Bird"" emblem";"""Bird"" emblem";"""Bird"" emblem";;
"decals/it_1o_stormo_ct_bird/desc";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"Stemma ""Aquila"", 1 Stormo CT (1923-1925) ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"Эмблема 1-го истребительного полка ВВС Италии";"""Bird"" emblem, 1 Stormo CT ";"1. křídlo
Italské královské letectvo";"""Kuş"" amblemi, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"„Madár” embléma, 1 Stormo CT";"""Bird"" emblem, 1 Stormo CT ";"Эмблема 1-га знішчальнага палка ВПС Італіі";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";"""Bird"" emblem, 1 Stormo CT ";;
"decals/it_163a_sq_ct_claw";"""Claw"" emblem";"""Claw"" emblem";"Stemma ""Artiglio""";"""Claw"" emblem";"""Claw"" emblem";"Эмблема 163-й эскадрильи";"""Claw"" emblem";"emblém 163 ͣ  Squadriglia C.T., Regia Aeronautica";"""Pençe"" amblemi";"""Claw"" emblem";"""Claw"" emblem";"""Claw"" emblem";"""Claw"" emblem";"""Claw"" emblem";"""Claw"" emblem";"„Karom” embléma";"""Claw"" emblem";"Эмблема 163-й эскадрыллі";"""Claw"" emblem";"""Claw"" emblem";"""Claw"" emblem";;
"decals/it_163a_sq_ct_claw/desc";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"Stemma ""Artiglio"", 163^ Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"Эмблема 163-й истребительной эскадрильи ВВС Италии";"""Claw"" emblem, 163 Squadriglia CT";"163. peruť
Italské královské letectvo";"""Pençe"" amblemi, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"„Karom” embléma, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"Эмблема 163-й знішчальнай эскадрыллі ВПС Італіі";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";"""Claw"" emblem, 163 Squadriglia CT";;
"decals/panda_decal";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Stemma della 9^ Divisione Corazzata";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Эмблема 9-й бронетанковой дивизии";"Emblem of 9th Armoured Division";"emblém 9th Armoured Division, Royal Armored Corps";"9. Zırhlı Tümen Amblemi";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"A 9. páncéloshadosztály emblémája";"Emblem of 9th Armoured Division";"Эмблема 9-й бранятанкавай дывізіі";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";"Emblem of 9th Armoured Division";;
"decals/panda_decal/desc";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Stemma della 9^ Divisione Corazzata, Gran Bretagna";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Эмблема 9-й бронетанковой дивизии Великобритании";"Emblem of 9th Armoured Division, Great Britain";"9. obrněná divize
Britský královský obrněný sbor";"9. Zırhlı Tümen Amblemi, Büyük Britanya";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"A 9. páncéloshadosztály emblémája, Nagy-Britannia";"Emblem of 9th Armoured Division, Great Britain";"Эмблема 9-й бранятанкавай дывізіі Вялікабрытаніі";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";"Emblem of 9th Armoured Division, Great Britain";;
"decals/elk_decal";"Emblem ""Elk""";"Emblem ""Elk""";"Stemma ""Alce""";"Emblem ""Elk""";"Emblem ""Elk""";"Эмблема ""Бегущий лось""";"Emblem ""Elk""";"emblém 740-j zeninij artillerijskij polk, Raboče-krestjanskaja Krasnaja Armija";"""Geyik"" amblemi";"Emblem ""Elk""";"Emblem ""Elk""";"Emblem ""Elk""";"Emblem ""Elk""";"Emblem ""Elk""";"Emblem ""Elk""";"„Jávorszarvas” embléma";"Emblem ""Elk""";"Эмблема «Бягучы лось»";"Emblem ""Elk""";"Emblem ""Elk""";"Emblem ""Elk""";;
"decals/elk_decal/desc";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Stemma del 740° reggimento d'artiglieria antiaereo, URSS";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Эмблема 740-го зенитного артполка СССР";"Emblem of 740th anti-aircraft artillery regiment, USSR";"740. protiletadlový dělostřelecký pluk
Dělnicko-rolnická Rudá armáda";"740. uçaksavar topçu alayı arması, SSCB";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"740. légvédelmi tüzérezred, Szovjetunió";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Эмблема 740-га зенітнага артылерыйскага палка СССР";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";"Emblem of 740th anti-aircraft artillery regiment, USSR";;
"decals/decal_rocket_girl";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Рокетбанк";"Rocketbank";"kresba ""Rocketbank""";"Roketbankası";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";"Rocketbank";;
"decals/decal_rocket_girl/desc";"Rocketbank decal";"Rocketbank decal";"Stemma Rocketbank";"Rocketbank decal";"Rocketbank decal";"Декаль Рокетбанк";"Rocketbank decal";"""Raketová banka""";"Roketbankası çıkartması";"Rocketbank decal";"Rocketbank decal";"Rocketbank decal";"Rocketbank decal";"Rocketbank decal";"Rocketbank decal";"Rocketbank matrica";"Rocketbank decal";"Эмблема «Rocketbank»";"Rocketbank decal";"Rocketbank decal";"Rocketbank decal";;
"decals/italy_tester_decal";"Tricolore Test Pilot";"Tricolore Test Pilot";"Pilota Collaudatore Tricolore";"Tricolore Test Pilot";"Tricolore Test Pilot";"Декаль ""Стрелы испытателя""";"Tricolore Test Pilot";"kresba Testovací pilot";"Üç Renkli Test Pilotu";"Tricolore Test Pilot";"Tricolore Test Pilot";"Tricolore Test Pilot";"Tricolore Test Pilot";"Tricolore Test Pilot";"Tricolore Test Pilot";"Trikolór tesztpilóta";"Tricolore Test Pilot";"Эмблема «Стрэлы выпрабавальніка»";"Tricolore Test Pilot";"Tricolore Test Pilot";"Tricolore Test Pilot";;
"decals/italy_tester_decal/desc";"Special decal for CBT Italy";"Special decal for CBT Italy";"Stemma speciale per la CBT Italiana";"Special decal for CBT Italy";"Special decal for CBT Italy";"За участие в ЗБТ авиации Италии";"Special decal for CBT Italy";"odměna za testování Italského letectva";"İtalya KBT için özel çıkartma";"Special decal for CBT Italy";"Special decal for CBT Italy";"Special decal for CBT Italy";"Special decal for CBT Italy";"Special decal for CBT Italy";"Special decal for CBT Italy";"Különleges matrica az olasz légierő zárt bétatesztje alkalmából.";"Special decal for CBT Italy";"За ўдзел у ЗБТ авіяцыі Італіі";"Special decal for CBT Italy";"Special decal for CBT Italy";"Special decal for CBT Italy";;
"decals/uk_guards_armoured_division";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Stemma della Divisione Corazzata Guardie";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Эмблема гвардейской бронетанковой дивизии";"Emblem of Guards Armoured Division";"emblém Guards Armoured Division, Royal Armored Corps";"Muhafızlar Zırhlı Tümeni Amblemi";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"A gárda páncéloshadosztály emblémája";"Emblem of Guards Armoured Division";"Эмблема гвардзейскай бранятанкавай дывізіі";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";"Emblem of Guards Armoured Division";;
"decals/uk_guards_armoured_division/desc";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Stemma della Divisione Corazzata Guardie, Gran Bretagna";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Эмблема гвардейской бронетанковой дивизии Великобритании";"Emblem of Guards Armoured Division, Great Britain";"Gardová obrněná divize
Britský královský obrněný sbor";"Muhafızlar Zırhlı Tümeni Amblemi, Büyük Britanya";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Brit Királyi Hadsereg";"Emblem of Guards Armoured Division, Great Britain";"Эмблема гвардзейскай бранятанкавай дывізіі Вялікабрытаніі";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";"Emblem of Guards Armoured Division, Great Britain";;
"decals/uk_79_armoured_division";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Stemma della 79^ Divisione Corazzata";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Эмблема 79-й бронетанковой дивизии";"Emblem of 79th Armoured Division";"emblém 79th Armoured Division, Royal Armored Corps";"79. Zırhlı Tümen amblemi";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"A 79. páncéloshadosztály emblémája";"Emblem of 79th Armoured Division";"Эмблема 79-й бранятанкавай дывізіі";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";"Emblem of 79th Armoured Division";;
