"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"charServer/entitlement/sw_cv_90105_tml_ps_prem";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"Набор CV 90105 TML";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV90105 TML \t礼\t包";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";"CV 90105 TML Pack";;
"charServer/entitlement/geniere_ps_prem";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Набор Geniere";"Geniere Pack";"Geniere Pack";"Geniere Pack";"“\t工\t兵\t”\t礼\t包";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";"Geniere Pack";;
"charServer/entitlement/p_420_sparviero_ps_prem";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"Набор P 420 Sparviero";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P420\t“\t食\t雀\t鹰\t”\t礼\t包";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";"P 420 Sparviero Pack";;
"charServer/entitlement/type_69_2g_ps_prem";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Набор Type 69-IIG";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"69-IIG \t礼\t包";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";"Type 69-IIG Pack";;
"charServer/entitlement/bigjigglypanda_decal_bonus";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"Декаль ""BigJigglyPanda""";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"BigJigglyPanda \t贴\t花\t奖\t励";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";"""BigJigglyPanda"" Decal";;
"charServer/entitlement/daithi_de_nogla_decal_bonus";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"Декаль ""Daithi de Nogla""";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"Daithi de Nogla \t贴\t花\t奖\t励";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";"""Daithi de Nogla"" Decal";;
"charServer/entitlement/iamwildcat_decal_bonus";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"Декаль ""I AM WILDCAT""";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"I AM WILDCAT \t贴\t花\t奖\t励";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";"""I AM WILDCAT"" Decal";;
"charServer/entitlement/glp_decal_bonus";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"Декаль ""GLP""";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"GLP \t贴\t花\t奖\t励";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";"""GLP"" Decal";;
"charServer/entitlement/us_d_day_bundle_bonus";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"Бонус комплекта Высадка в Нормандии (США)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"“\tD \t日\t”\t合\t集\t包\t奖\t励\t（\t美\t国\t）";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";"D-Day Bundle Bonus (US)";;
"charServer/entitlement/uk_d_day_bundle_bonus";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"Бонус комплекта Высадка в Нормандии (Британия)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"“\tD \t日\t”\t合\t集\t包\t奖\t励\t（\t英\t国\t）";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";"D-Day Bundle Bonus (UK)";;
"charServer/entitlement/complete_d_day_bundle_bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"Бонус полного комплекта Высадка в Нормандии";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"“\tD \t日\t”\t合\t集\t包\t完\t整\t奖\t励";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";"D-Day Complete Bundle Bonus";;
"charServer/entitlement/godmode_decal_bonus";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"Декаль 4CB";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";"4CB Decal";;
"charServer/entitlement/PremiumAccountPs4";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Премиум-аккаунт";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";"Premium account";;
"charServer/entitlement/alan_lucker_decal_bonus";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Декаль Alan LuckeR";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";"Alan LuckeR Decal";;
"charServer/entitlement/hovering_threat_bundle_bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Бонус комплекта Нависшая угроза";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";"Hovering Threat Bundle Bonus";;
"charServer/entitlement/diving_threat_bundle_bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Бонус комплекта Пикирующая угроза";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";"Diving Threat Bundle Bonus";;
"charServer/entitlement/air_superiority_bundle_bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Бонус комплекта Воздушное превосходство";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";"Air Superiority Bundle Bonus";;
"charServer/entitlement/war_snail_decal_bonus";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"Декаль Боевая улитка";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";"War Snail Decal";;
"charServer/entitlement/wt_italian_starter_pack_ps_prem";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Начальный набор Италии";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";;
"charServer/entitlement/wt_italian_starter_pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Начальный набор Италии";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";"Italian Starter Pack";;
