"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"clan/reques_to_clan_sent";"You've applied for membership in the Squadron:";"Vous avez demandé à devenir membre de l'escadron :";"Avete richiesto di entrare nella Squadriglia:";"Du hast dich für die Mitgliedschaft in folgender Kampfgruppe beworben:";"Has solicitado ser miembro del escuadrón:";"Вы отправили запрос в полк:";"Wysłałeś zgłoszenie o członkostwo do dywizjonu:";"Požádal jsi o členství ve svazu";"Üye olmak için başvuruda bulunduğunuz filo:";"已\t申\t请\t加\t入\t联\t队\t：";"部隊への\t入隊を\t申込みました:";"Você aplicou-se para a adesão ao esquadrão:";"You've applied for membership in the Squadron:";"Ви відправили запит у полк:";"Prijavili ste se za članstvo u eskadrili:";"Felvételi kérelmet nyújtottál be az alábbi századba:";"전입신청을 제출했습니다:";"Вы падалі заяву на ўступ у полк:";"Ai candidat ca membru pentru compania:";"你已經申請加入聯隊：";"已\t申\t请\t加\t入\t联\t队\t：";;
"clan/btnDismissMember";"Dismiss the Member";"Rejeter le membre";"Rimuovi il Membro";"Mitglied verweisen";"Expulsar al miembro";"Исключить из полка";"Wydal członka";"Propustit člena";"Üyeyi Sil";"开\t除\t队\t员";"メンバーを\t除名";"Destituir o membro";"Dismiss the Member";"Вилучити із полку";"Otpusti člana";"Elbocsátás";"부대원 방출";"Выключыць з палка";"Eliminare membru";"退離會員";"开\t除\t队\t员";;
"clan/memberDismissed";"The player has been dismissed from the Squadron";"Le joueur a été renvoyé de l'Escadron";"Il pilota è stato escluso dalla squadriglia";"Der Spieler wurde aus der Kampfgruppe verwiesen";"El jugador ha sido expulsado del escuadrón";"Игрок исключён из полка";"Gracz został wyrzucony z Dywizjonu";"Hráč byl propuštěn ze svazu";"Oyuncu filodan çıkarıldı";"已\t将\t玩\t家\t从\t联\t队\t中\t开\t除\t。";"プレイヤーは\t部隊から\t除名されました。";"O jogador foi dispensado do esquadrão";"The player has been dismissed from the Squadron";"Гравець вилучений із полку";"Igrač je otpušten iz Eskadrile";"A játékos elbocsátásra került a századból.";"해당 플레이어가 부대에서 방출되었습니다.";"Гульца выключылі з палка";"Jucătorul e fost eliminat din companie";"已將玩家從聯隊中退離";"已\t将\t玩\t家\t从\t联\t队\t中\t开\t除\t。";;
"clan/btnLeaveClan";"Leave the Squadron";"Quitter l'Escadron";"Lascia la Squadriglia";"Kampfgruppe verlassen";"Dejar el escuadrón";"Покинуть полк";"Odejdź z Dywizjonu";"Opustit svaz";"Filodan Ayrıl";"退\t出\t联\t队";"部隊を\t去る";"Deixar o esquadrão";"Leave the Squadron";"Покинути полк";"Napusti Eskadrilu";"Század elhagyása";"부대 탈퇴";"Пакінуць полк";"Părăsire companie";"退出聯隊";"退\t出\t联\t队";;
"clan/leaveConfirmation";"Do you really want to leave this Squadron? All earned activity will be reset.
Attention: unobtained reward for the current season of squadron battles will not be accrued.";"Voulez-vous vraiment quitter cet escadron ? Toute l'activité gagnée sera réinitialisée.";"Vuoi davvero lasciare questa squadriglia? Tutte le attività ottenute verranno azzerate.";"Möchtest du die Kampfgruppe wirklich verlassen?";"¿Estás seguro de que quieres abandonar este escuadrón?";"Вы действительно хотите покинуть полк? Вся заработанная активность обнулится.
Внимание: ещё не полученная награда за текущий сезон полковых боёв начислена не будет.";"Czy naprawdę chcesz opuścić ten Dywizjon? Cała aktywność zostanie zresetowana.";"Opravdu chceš tento svaz opustit?";"Gerçekten filodan ayrılmak istiyor musunuz?";"确\t定\t要\t退\t出\t联\t队\t吗\t？\t已\t获\t得\t的\t活\t跃\t度\t将\t会\t清\t零\t。";"部隊を\t去ってしまってよろしいですか？";"Você quer realmente deixar este esquadrão?";"Do you really want to leave this Squadron? All earned activity will be reset.
Attention: unobtained reward for the current season of squadron battles will not be accrued.";"Ви дійсно хочете покинути полк?";"Da li zaista želite da napustite ovu eskadrilu?";"Biztosan el szeretnéd hagyni a századot?";"부대를 떠나시겠습니까?";"Ці сапраўды хочаце пакінуць полк?";"Sigur dorești să părăsești compania? Toate activitatea de cercetarea a vehiculelor companiei se va reseta.";"確定要退出聯隊嗎？";"确\t定\t要\t退\t出\t联\t队\t吗\t？";;
"clan/leftClan";"You have left the Squadron";"Vous avez quitté l'Escadron";"Hai lasciato la squadriglia";"Du hast die Kampfgruppe verlassen";"Has abandonado el escuadrón";"Вы покинули полк";"Opuściłeś Dywizjon";"Opustil jsi svaz";"Filodan ayrıldınız";"已\t退\t出\t联\t队";"部隊を\t去りました";"Você deixou o esquadrão";"You have left the Squadron";"Ви покинули полк";"Napustili ste Eskadrilu";"Elhagytad a századot.";"부대에서 탈퇴하였습니다.";"Вы пакінулі полк";"Ai părăsit compania";"你離開了聯隊";"已\t退\t出\t联\t队";;
"clan/btnChangeRole";"Change the Grade";"Changer le Grade";"Modifica il grado";"Kampfgruppenrang ändern";"Cambiar el Rango";"Сменить звание";"Zmień rangę";"Změna hodnosti";"Kademeyi Değiştir";"修\t改\t军\t阶";"階級を\t変更";"Alterar a classe";"Change the Grade";"Змінити звання";"Promenite stepen";"Beosztás megváltoztatása";"계급 변경";"Змяніць званне";"Schimbare grad";"修改軍階";"修\t改\t军\t阶";;
"clan/changeRoleTitle";"Choose a new grade for";"Choisir un nouveau grade pour";"Seleziona un nuovo grado per";"Neuen Kampfgruppenrang festlegen für";"Elija un nuevo rango para";"Выберите новое звание для";"Wybierz nową rangę dla";"Vybrat novou hodnost pro";"Yeni bir kademe seç";"选\t择\t新\t军\t阶\t赋\t予\t玩\t家";"新たな\tグレードを\t選択:";"Escolher uma nova classe para o";"Choose a new grade for";"Виберіть нове звання для";"Izaberite novi stepen za";"Válassz új beosztást neki:";"다음 사람에게 새로운 계급을 지정하십시오:";"Выберыце новае званне для";"Alegere grad nou pentru";"選擇新的軍階";"选\t择\t新\t军\t阶\t赋\t予\t玩\t家";;
"clan/roleChanged";"Grade changed to";"Grade changé vers";"Grado cambiato in";"Kampfgruppenrang geändert auf";"Rango cambiado a";"Звание изменено на";"Ranga zmieniona na";"Hodnost změněna na";"Kademe değiştirildi:";"军\t阶\t变\t更\t为";"階級変更:";"Classe alterada para";"Grade changed to";"Звання змінено на ";"Stepen promenjen u";"A játékos új beosztása:";"다음으로 계급이 바뀌었습니다:";"Званне зменена на";"Grad schimbat în";"軍階變更為";"军\t阶\t变\t更\t为";;
"clan/roleRights";"Grade Rights:";"Droits du grade :";"Diritti di grado:";"Kampfgruppenrang-Rechte:";"Derechos del Rango:";"Права данного звания:";"Uprawnienia rangi:";"Práva hodnosti:";"Kademe Hakları:";"军\t阶\t权\t限\t：";"階級の\t権利:";"Direitos da classe:";"Grade Rights:";"Права даного звання:";"Prava stepena:";"Beosztás jogai:";"계급 권한:";"Паўнамоцтвы гэтага звання:";"Drepturi grad:";"軍階許可權：";"军\t阶\t权\t限\t：";;
"clan/currentRole";"Current Grade";"Grade actuel";"Grado attuale";"Momentaner Kampfgruppenrang";"Rango actual";"Текущее звание";"Aktualna ranga";"Současná hodnost";"Şuanki Kademe";"当\t前\t军\t阶";"現在の\t階級";"Classe atual";"Current Grade";"Поточне звання";"Trenutni stepen";"Ez a játékos jelenlegi beosztása.";"현재 계급";"Цяперашняе званне";"Grad actual";"當前軍階";"当\t前\t军\t阶";;
"clan/noRights";"No Special Rights";"Aucun droit spécial";"Nessun diritto speciale";"Keine Sonderbefugnisse";"No hay derechos especiales";"Нет специальных прав";"Brak specjalnych uprawnień";"Žádná zvláštní oprávnění";"Hiçbir Özel Hak Yok";"无\t特\t殊\t权\t限";"特別な\t権利なし";"Não há direitos especiais";"No Special Rights";"Немає спеціальних прав";"Bez specijalnih prava";"Nincsenek különleges jogok.";"특별한 권한이 없습니다";"Не мае спецыяльных паўнамоцтваў";"Fără drepturi speciale";"無特殊許可權";"无\t特\t殊\t权\t限";;
"clan/MEMBER_ADDING_right";"Accept Membership Applications";"Accepter les demandes d'adhésion";"Accettare le domande di iscrizione";"Mitgliedschaftsanträge akzeptieren";"Aceptar solicitudes de membresía";"Принимать заявки на вступление";"Zatwierdź aplikację członkowską";"Přijmout žádosti o členství";"Üyelik Başvurularını Kabul Et";"批\t准\t入\t队\t申\t请";"入隊申込を\t受け\t入れる";"Accept Membership Applications";"Accept Membership Applications";"Приймати заявки на вступ";"Prihvati prijavu za članstvo";"Felvételi kérelmek elfogadása";"전입신청 수락";"Зацвярджаць заявы на ўступ";"Acceptare candidaturi";"批准入隊申請";"批\t准\t入\t队\t申\t请";;
"clan/MEMBER_REJECT_right";"Reject Membership Applications";"Rejeter les demandes d'adhésion";"Respingere le domande di iscrizione";"Mitgliedschaftsanträge ablehnen";"Rechazar las solicitudes de membresía";"Отклонять заявки на вступление";"Odrzuć aplikację członkowską";"Zamítnout žádosti o členství";"Üyelik Başvurularını Reddet";"驳\t回\t入\t队\t申\t请";"入隊申込を\t断る";"Rejeitar pedidos de adesão";"Reject Membership Applications";"Відхиляти заявки на вступ";"Odbij prijavu za članstvo";"Felvételi kérelmek elutasítása";"전입신청 거부";"Адмаўляць заявы на ўступ";"Refuzare candidaturi";"拒絕入隊申請";"驳\t回\t入\t队\t申\t请";;
"clan/MEMBER_DISMISS_right";"Dismiss from Squadron";"Ecarter de l'escadron";"Allontanare dalla Squadriglia";"Aus der Kampfgruppe verweisen";"Expulsar del escuadrón";"Исключать из полка";"Wyrzuć z Dywizjonu";"Propustit ze svazu";"Filodan At";"从\t联\t队\t中\t开\t除";"部隊から\t除名する";"Demitir-se do esquadrão";"Dismiss from Squadron";"Вилучати із полку";"Isključi iz eskadrile";"Elbocsátás a századból";"부대에서 방출";"Выключаць з палка";"Eliminare membri din companie";"從聯隊中退離";"从\t联\t队\t中\t开\t除";;
"clan/MEMBER_ROLE_CHANGE_right";"Change the Grade";"Changer le Grade";"Modifica il grado";"Kampfgruppenrang ändern";"Cambiar el Rango";"Изменять звание";"Zmień rangę";"Změna hodnosti";"Kademeyi Değiştir";"修\t改\t军\t阶";"階級を\t変更";"Alterar a classe";"Change the Grade";"Змінювати звання";"Promenite stepen";"Beosztás megváltoztatása";"계급 변경";"Змяняць званне";"Schimbare grade";"修改軍階";"修\t改\t军\t阶";;
"clan/MEMBER_BLACKLIST_right";"Add to Squadron Blacklist";"Ajouter à la liste noire de l'Escadron";"Aggiungi alla lista nera della Squadriglia";"Auf die Blockierliste der Kampfgruppe setzen";"Agregar a lista negra del escuadrón";"Добавлять в чёрный список полка";"Dodaj do Czarnej Listy Dywizjonu";"Přidat na černou listinu svazu";"Filo Kara Listesine Ekle";"添\t至\t联\t队\t黑\t名\t单";"部隊\tブラックリストに\t追加する";"Adicionar à lista negra do esquadrão";"Add to Squadron Blacklist";"Додавати у чорний список полку";"Dodati na crnu listu eskadrile";"Század tiltólistájához adás";"부대 차단목록에 추가";"Дадаваць у чорны спіс палка";"Adăugare în lista neagră a companiei";"增加到聯隊黑名單";"添\t至\t联\t队\t黑\t名\t单";;
"clan/LEADER_right";"Squadron Commander";"Commandant d'escadron";"Comandante di Squadriglia";"Der Befehlshaber der Kampfgruppe.";"Comandante del Clan";"Командир полка";"Dowódca Dywizjonu";"Velitel svazu";"Filo Komutanı";"联\t队\t指\t挥\t官";"部隊長";"Comandante do Esquadrão";"Squadron Commander";"Командир полку";"Komandant Eskadrile";"Századparancsnok";"비행대 대대장";"Камандзір палка";"Comandant companie";"聯隊指揮官";"联\t队\t指\t挥\t官";;
"clan/CHANGE_INFO_right";"Edit Squadron Info and Membership Requirements";"Modifier les informations de l'Escadron et les prérequis d'adhésion";"Modifica le informazioni della Squadriglia e i Requisiti di Adesione";"Kampfgruppen-Info und Mitgliedsanforderungen bearbeiten";"Editar la información del escuadrón";"Редактировать информацию о полке и условия вступления";"Edytuj informację o Dywizjonie";"Upravit informace o svazu a požadavky na členy";"Filo Bilgisini ve Üyelik Gereksinimlerini Düzenle";"编\t辑\t联\t队\t信\t息\t和\t队\t员\t要\t求";"部隊情報を\t編集";"Editar informações do esquadrão";"Edit Squadron Info and Membership Requirements";"Редагувати інформацію про полк та умови вступу";"Izmeni informacije o eskadrili";"Századinformáció és felvételi követelmények módosítása";"비행대 정보 수정";"Змяняць звесткі пра полк";"Editare informații și calități minime necesare acceptării în companie";"編輯聯隊資訊和會員要求";"编\t辑\t联\t队\t信\t息\t和\t队\t员\t要\t求";;
"clan/DISBAND_right";"Disband Squadron";"Dissoudre l'escadron";"Sciogli la Squadriglia";"Kampfgruppe auflösen";"Desbandar el Escuadrón";"Распустить полк";"Rozwiąż Dywizjon";"Rozpustit svaz";"Filoyu terhis et";"解\t散\t联\t队";"部隊を\t解散します。";"Desfazer Esquadrão";"Disband Squadron";"Розпустити полк";"Raspusti eskadrilu";"Század feloszlatása";"비행대 해산";"Распусціць полк";"Desființare companie";"解散聯隊";"解\t散\t联\t队";"NOT TRANSLATED";
