"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"tutorial01_dialogue03_p11";"When you use this control, it makes the aileron on one wing go up and the one on the other wing go down.";"Quand vous utilisez cette commande, l’aileron situé sur une aile monte et celui situé sur l’autre descend.";"Quando usi questo comando, fai sollevare l'alettone di un'ala e scendere quello dell'altra ala.";"Wenn Sie diese Steuerung verwenden, geht das Querruder auf einem Flügel nach oben und auf dem anderen nach unten.";"Cuando usas este control, el alerón de un ala sube y el alerón de la otra ala baja.";"Когда вы задействуете этот руль, элероны на одном из крыльев поднимутся, а на другом — опустятся.";"Używając steru, sprawiasz, że lotka na jednym skrzydle unosi się, a na drugim opada.";"Při použití tohoto ovládacího prvku se křidélko na jednom křídle zvedne a na druhém sklopí";"Bu kontrolü kullandığında tek kanattaki kanatçığı yukarı kaldırır ve diğer kanattakini aşağı indirir.";"当\t你\t操\t控\t副\t翼\t时\t，\t飞\t机\t的\t两\t翼\t会\t一\t侧\t抬\t起\t，\t一\t侧\t降\t下\t。";"この\t操作を\t行うと、\t片方の\t翼の\tエルロンが\t上に\t上がり、\t反対の\t翼の\tエルロンが\t下に\t下がる";"Quando usas este controlo, ele faz com que o aileron de uma asa suba e o da outra asa desça.";"When you use this control, it makes the aileron on one wing go up and the one on the other wing go down.";"Коли ви задієте це стерно, елерони одного крила підіймуться, а іншого — опустяться.";"Kada koristite ovu komandu, krilce na jednom krilu ide gore, dok krilce na drugom krilu ide dole.";"Amikor ezt használod az egyik szárny felfelé míg a másik lefelé mozdul.";"이 조종면을 움직이면, 한쪽 날개의 에일러론이 위로 올라가고 다른 쪽 날개의 에일러론은 아래로 내려가게 돼.";"Калі задзейнічаць гэты руль, элероны на адным крыле паднімуцца, а на другім — апусцяцца.";"Atunci când utilizezi acest control, face ca eleronul de pe o aripă să urce și cel de pe cealaltă aripă să coboare.";"當你進行控制項時，會使飛機的一側副翼上升，另一側的副翼下降";"当\t你\t操\t控\t副\t翼\t时\t，\t飞\t机\t的\t两\t翼\t会\t一\t侧\t抬\t起\t，\t一\t侧\t降\t下\t。";;
"tutorial01_dialogue03_p12";"Try it.";"Essayez.";"Provaci.";"Versuchen Sie es.";"Pruébalo.";"Попробуйте.";"Spróbuj.";"Vyzkoušej si to";"Denesene.";"试\t试\t吧\t。";"やってみたまえ";"Tenta.";"Try it.";"Спробуйте.";"Probaj.";"Próbáld meg.";"움직여 본다.";"Паспрабуйце.";"Încearcă.";"試試吧";"试\t试\t吧\t。";;
"tutorial01_dialogue03_p13";"The next control is the rudder.";"Ensuite vient le gouvernail.";"Il prossimo controllo è il timone.";"Das nächste Steuerungsinstrument ist das Seitenruder.";"El próximo control es el timón.";"Следующий руль — направления.";"Następny jest ster kierunku.";"Dalším ovládacím prvkem je směrovka";"Sıradaki kontrol dümen.";"然\t后\t是\t方\t向\t舵\t。";"次は「ラダー」\tの\t操作だ";"O próximo controlo é o leme.";"The next control is the rudder.";"Наступне стерно — напрямку.";"Sledeća komanda je kormilo pravca.";"A következő a kormánylapát.";"다음 조종면은 러더다.";"Наступны руль — руль кірунку.";"Următorul control este cârma.";"接下來是對方向舵的控制";"然\t后\t是\t方\t向\t舵\t。";;
"tutorial01_dialogue03_p14";"It is used for minor adjustments and when taxiing.";"Il sert aux petits ajustements et lorsqu’on roule doucement.";"Viene usato per adattamenti minori e per il rullaggio.";"Es wird für kleinere Anpassungen und beim Rollen verwendet.";"Se usa para ajustes menores cuando el avión rueda por la pista al despegar o aterrizar.";"Он служит для небольшого выруливания и пригодится во время взлёта.";"Używa się go do drobnych poprawek i w trakcie kołowania.";"Ta se používá pro malé úpravy směru a při pojíždění";"Küçük ayarlamalar ve taksilemede kullanılır.";"方\t向\t舵\t可\t以\t微\t调\t偏\t航\t姿\t态\t，\t同\t时\t在\t地\t面\t滑\t跑\t时\t也\t很\t有\t用\t。";"微調整や\t地上での\t移動時に\t用いられる";"Este é usado para pequenos ajustes e enquanto rolas.";"It is used for minor adjustments and when taxiing.";"Воно використовується задля невеликого руління та знадобиться під час зльоту.";"Koristi se za manja podešavanja pravca za vreme leta i za upravljanje pravcem kretanja po pisti.";"Ezt használjuk a levegőben kisebb irányváltásokra és a földön gurulva kanyarodáshoz.";"러더는 미세한 보정을 하거나 지상에서 택싱을 할 때 사용된다.";"Ён служыць для невялікіх карэкціровак курса і спатрэбіцца падчас узлёту.";"Se folosește pentru ajustări minore și la rulare.";"它主要是用來進行微調和滑行的";"方\t向\t舵\t可\t以\t微\t调\t偏\t航\t姿\t态\t，\t同\t时\t在\t地\t面\t滑\t跑\t时\t也\t很\t有\t用\t。";;
"tutorial01_dialogue03_p15";"Apply it carefully.";"Appuyez doucement.";"Usalo delicatamente.";"Benutzen Sie es behutsam.";"Utilízalo cuidadosamente.";"Обращаться с ним нужно осторожно.";"Używaj go ostrożnie.";"Používej ji opatrně";"Dikkatli kullan.";"使\t用\t时\t请\t小\t心\t。";"操作は\t慎重に";"Aplica-o cuidadosamente.";"Apply it carefully.";"Користуватися їм слід обережно.";"Primenjujte ga pažljivo.";"Óvatosan használd.";"조심해서 차 본다.";"Выкарыстоўвайце яго асцярожна.";"Manevreaz-o cu atenție.";"請小心的操作";"使\t用\t时\t请\t小\t心\t。";;
"tutorial01_dialogue03_p16";"See for yourself how it works.";"Voyez par vous-même comment il marche.";"Guarda da te come funziona.";"Probieren Sie selbst, wie es funktioniert.";"Comprueba por ti mismo cómo funciona.";"Посмотрите сами, как он действует.";"Sam zobacz, jak działa.";"Vyzkoušej si, jak funguje";"Nasıl çalıştığını kendin gör.";"现\t在\t感\t受\t一\t下\t方\t向\t舵\t是\t如\t何\t工\t作\t的\t。";"自分で\t動かしてみたまえ";"Vê por ti próprio como funciona.";"See for yourself how it works.";"Подивіться самі, як воно діє.";"Uverite se sami kako funkcioniše.";"Próbáld ki hogyan működik.";"어떻게 작동하는지 직접 눈으로 볼 수 있도록 한다.";"Паглядзіце самі, як ён дзейнічае.";"Vezi și tu cum funcționează.";"自己體驗一下看如何運作的";"现\t在\t感\t受\t一\t下\t方\t向\t舵\t是\t如\t何\t工\t作\t的\t。";;
"tutorial01_dialogue03_p17";"Now you are ready for takeoff.";"Maintenant vous êtes prêt à décoller.";"Adesso sei pronto per il decollo.";"Jetzt sind Sie startklar.";"Ahora estás listo para despegar.";"Что ж, теперь вы готовы ко взлёту.";"Teraz możesz już startować.";"Teď jsi připraven ke vzletu";"Artık kalkışa hazırız.";"现\t在\t你\t已\t经\t准\t备\t好\t起\t飞\t了\t。";"離陸準備は\t整った";"Agora estás pronto para descolar.";"Now you are ready for takeoff.";"Що ж, ви готові до зльоту.";"Sada si spreman za poletanje.";"Most már egyedül is fel tudsz szállni.";"이제 이륙할 준비가 됐다.";"Вось вы і гатовыя да ўзлёту.";"Acum ești pregătit pentru decolare.";"現在你已經可以準備起飛了";"现\t在\t你\t已\t经\t准\t备\t好\t起\t飞\t了\t。";;
"tutorial01_dialogue03_p18";"It's time to try your plane out in the air.";"Il est temps d’essayer votre avion en vol.";"È arrivato il momento di provare il tuo aereo in aria.";"Es ist Zeit, Ihr Flugzeug in der Luft auszuprobieren.";"Es hora de probar tu avión en el aire.";"Пора попробовать самолёт в воздухе.";"Pora spróbować unieść samolot w powietrze.";"Je čas vyzkoušet si letoun ve vzduchu";"Uçağını havada deneme vakti geldi.";"是\t时\t候\t让\t你\t的\t飞\t机\t也\t腾\t空\t而\t起\t了\t。";"今度は\t自分で\t飛ばしてみるんだ";"É hora de experimentares o teu avião no ar.";"It's time to try your plane out in the air.";"Час спробувати літак у повітрі.";"Vreme je da isprobaš svoj avion u vazduhu.";"Itt az ideje hogy a levegőbe emeld a géped.";"지금부터 귀관이 직접 비행기를 공중에 띄워 볼 수 있도록 하겠다.";"Пара апрабаваць самалёт у паветры.";"E timpul să încerci avionul în zbor.";"是時候試試讓你的飛機飛到天空了";"是\t时\t候\t让\t你\t的\t飞\t机\t也\t腾\t空\t而\t起\t了\t。";;
"tutorial01_dialogue04_p01";"The throttle lever regulates engine power.";"L’accélérateur régule la puissance du moteur.";"La manetta regola la potenza del motore.";"Der Gashebel reguliert die Motorleistung.";"La palanca del acelerador regula la potencia del motor.";"Мощностью двигателя управляет рычаг газа.";"Dźwignia przepustnicy kontroluje moc silnika.";"Plynová páka ovládá výkon motoru";"Gaz kolu, motor gücünü yönetir.";"节\t流\t阀\t能\t控\t制\t发\t动\t机\t的\t输\t出\t功\t率\t。";"「スロットルレバー」\tは\tエンジンパワーを\t制御する";"A alavanca de velocidade, ou throttle, regula a potencia do motor.";"The throttle lever regulates engine power.";"Потужністю двигуна керує важіль газу.";"Polugom gasa reguliše se snaga motora.";"A gázkar szabályozza a motor teljesítményét és tolóerejét.";"스로틀 레버는 엔진의 출력을 조절한다.";"Ручка газу рэгулюе цягу рухавіка.";"Manșa de accelerație reglează puterea motorului.";"油門桿是用來調節引擎功率的";"节\t流\t阀\t能\t控\t制\t发\t动\t机\t的\t输\t出\t功\t率\t。";;
"tutorial01_dialogue04_p02";"Position the throttle lever at full forward position.";"Enclenchez l'accélérateur à fond.";"Sposta la manetta completamente in avanti.";"Schieben Sie den Gashebel ganz nach vorn.";"Posiciona la palanca del acelerador en posición delantera máxima.";"Поставьте его в крайнее положение.";"Ustaw dźwignię przepustnicy w pozycji najdalej do przodu.";"Zatlač páku plynu zcela dopředu";"Gaz kolunu sonuna kadar ileri konumuna getir.";"现\t在\t将\t节\t流\t阀\t向\t前\t推\t到\t头\t。";"スロットルレバーを\t前方一杯に\t押し\t出せ";"Posiciona a alavanca de velocidade na posição máxima.";"Position the throttle lever at full forward position.";"Посуньте його до крайньої позиції.";"Postavite polugu gasa u poziciju do kraja unapred.";"Állítsd a gázkart teljes tolóerőre.";"스로틀 레버를 최대한 앞으로 밀어 봐.";"Адхіліце ручку да ўпору.";"Poziționează manșa de accelerație în poziția maxim înainte.";"將油門桿向前推到盡頭";"现\t在\t将\t节\t流\t阀\t向\t前\t推\t到\t头\t。";;
"tutorial01_dialogue04_p03";"Your plane will start gathering speed.";"Votre avion va prendre de la vitesse.";"Il tuo aereo sta prendendo velocità.";"Ihr Flugzeug gewinnt an Fahrt.";"Tu avión comenzará a ganar velocidad.";"Сейчас ваш самолёт начнёт набирать скорость.";"Samolot zacznie nabierać prędkości.";"Letoun začne nabírat rychlost";"Uçağın hız kazanmaya başlar.";"飞\t机\t将\t不\t断\t加\t速\t。";"機体が\t加速を\t始める";"O teu avião vai começar a ganhar velocidade.";"Your plane will start gathering speed.";"Зараз ваш літак почне набирати швидкість.";"Avion će početi da ubrzava.";"A repülőd elkezd gyorsulni.";"비행기가 점점 빨라질거야.";"Зараз ваш самалёт пачне набіраць хуткасць.";"Avionul tău va începe să prindă viteză.";"你的飛機將會開始加速";"飞\t机\t将\t不\t断\t加\t速\t。";;
"tutorial01_dialogue04_p04";"Your speed and the current engine power in % are shown on the indicators.";"Votre vitesse et la puissance actuelle du moteur en % apparaissent sur les indicateurs.";"Le % della tua velocità e della potenza del motore vengono mostrate dagli indicatori.";"Geschwindigkeit und aktuelle Motorleistung in % sind in der Anzeige zu sehen.";"Tu velocidad y la potencia actual del motor en % se muestran en los indicadores.";"Скорость и текущую мощность двигателя в процентах можно увидеть на индикаторах.";"Twoja prędkość i obecna moc silnika, wyrażone w procentach, widoczne są na wskaźnikach.";"Rychlost a současný výkon motoru v % jsou zobrazeny v ukazatelích";"Hızın ve % içindeki mevcut motor gücün göstergelerde görüntülenir.";"左\t上\t角\t的\t抬\t头\t显\t示\t区\t会\t提\t示\t飞\t机\t当\t前\t的\t速\t度\t和\t发\t动\t机\t状\t态\t。";"インジケーターに\t速度と\t現在の\tエンジンパワーが「パーセント」\tで\t表示される";"A tua velocidade e a corrente potência do motor são mostrados nos indicadores em %.";"Your speed and the current engine power in % are shown on the indicators.";"Швидкість та поточну потужність двигуна у відсотках можна побачити на індикаторах.";"Trenutna brzina i snaga motora prikazana je na indikatorima u procentima (%).";"A sebességed és a jelenlegi tolóerőt százalékban láthatod a kijelzőkön.";"속도와 %로 표시되는 엔진 출력은 화면 왼쪽 위에서 볼 수 있다.";"Хуткасць і бягучая цяга рухавіка, выражаная ў працэнтах, паказваюцца на індыкатарах.";"Viteza și puterea actuală a motorului în % sunt afișate pe indicatoarele din stânga sus.";"飛機速度和當前引擎功率將會以百分比形式顯示在指示器上";"左\t上\t角\t的\t抬\t头\t显\t示\t区\t会\t提\t示\t飞\t机\t当\t前\t的\t速\t度\t和\t发\t动\t机\t状\t态\t。";;
"tutorial01_dialogue05_p01";"Watch the plane carefully while it's building speed.";"Surveillez votre avion pendant qu’il prend de la vitesse.";"Controlla attentamente l'aereo mentre aumenta la velocità.";"Beobachten Sie das Flugzeug genau während der Beschleunigung.";"Observa el avión cuidadosamente mientras gana velocidad.";"Внимательно следите за самолётом, пока он разгоняется.";"Uważnie obserwuj samolot, gdy nabiera prędkości.";"Při nabírání rychlosti dávej na letoun dobrý pozor";"Hız kazanırken uçağı dikkatlice izle.";"在\t飞\t机\t提\t速\t时\t注\t意\t观\t察\t其\t姿\t态\t。";"加速時は\t機体に\t十分注意する\t事";"Assiste atentamente o avião enquanto este ganha velocidade.";"Watch the plane carefully while it's building speed.";"Уважно стежте за літаком, поки він розганяється.";"Posmatrajte pažljivo avion dok dobija na brzini.";"Figyelj oda a gépedre, amíg felgyorsul.";"속도가 올라갈 때 기체를 유심히 살펴봐라.";"Уважліва сачыце за самалётам, пакуль ён разганяецца.";"Fii atent la avion pe măsură ce-i crește viteza.";"在飛機提高速度時注意觀察";"在\t飞\t机\t提\t速\t时\t注\t意\t观\t察\t其\t姿\t态\t。";;
