"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"ussr_navy_badge/name";"Badge Excellent of the Navy";"Badge d'excellence de la Marine";"Distintivo eccellenza della Marina";"Abzeichen ""Ausgezeichneter Marinesoldat""";"Insignia de Excelencia de la Marina";"Нагрудный Знак Отличник ВМФ";"Badge Excellent of the Navy";"Badge Excellent of the Navy";"Badge Excellent of the Navy";"优\t秀\t海\t军\t胸\t章";"優秀海軍兵の\tバッジ";"Distintivo por Excelência da Marinha";"Нагрудний Знак Відмінник ВМФ";"Badge Excellent of the Navy";"Badge Excellent of the Navy";"우수 해군 배지";"Нагрудны Знак Выдатнік ВМФ";"Insigna „Marinar excelent”";"優\t秀\t海\t軍\t胸\t章";"  ";;
"ussr_navy_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_nakhimov_medal/name";"Medal of Nakhimov";"Médaille de Nakhimov";"Medaglia di Nakhimov";"Nachimow-Medaille";"Medalla de Nakhimov";"Медаль Нахимова";"Medal Nachimowa";"Medal of Nakhimov";"Medal of Nakhimov";"纳\t希\t莫\t夫\t奖\t章";"ナヒーモフ\t記章";"Medalha de Nakhimov";"Медаль Нахімова";"Medal of Nakhimov";"Nahimov érdemrend";"나히모프 훈장";"Медаль Нахімава";"Medalia lui Nakimov";"納\t希\t莫\t夫\t獎\t章";"  ";;
"ussr_nakhimov_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_moscow_def_medal/name";"Medal For the Defence of Moscow";"Médaille pour la défense de Moscou";"Medaglia per la Difesa di Mosca";"Medaille ""Für die Verteidigung Moskaus""";"Medalla por la Defensa de Moscú";"Медаль За оборону Москвы";"Medal za Obronę Moskwy";"Medal For the Defence of Moscow";"Medal For the Defence of Moscow";"“保\t卫\t莫\t斯\t科”\t奖\t章";"モスクワ\t防衛の\tメダル";"Medalha pela Defesa de Moscou";"Медаль За оборону Москви";"Medal For the Defence of Moscow";"Moszkva Védelméért érdemérem";"모스크바 수방장";"Медаль За абарону Масквы";"Medalia „Pentru apărarea Moscovei”";"“保\t衛\t莫\t斯\t科”\t獎\t章";"  ";;
"ussr_moscow_def_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_leningrad_def_medal/name";"Medal For the Defence of Leningrad";"Médaille pour la défense de Léningrad";"Medaglia per la Difesa di Leningrado";"Medaille ""Für die Verteidigung Leningrads""";"Medalla por la defensa de Estalingrado";"Медаль За оборону Ленинграда";"Medal za Obronę Leningradu";"Medal For the Defence of Leningrad";"Medal For the Defence of Leningrad";"“保\t卫\t列\t宁\t格\t勒”\t奖\t章";"レニングラード\t防衛の\tメダル";"Medalha pela Defesa de Leningrado";"Медаль За оборону Ленінграда";"Medal For the Defence of Leningrad";"Leningrád Védelméért emlékérem";"레닌그라드 수방장";"Медаль За абарону Ленінграда";"Medalia „Pentru apărarea Leningradului”";"“保\t衛\t列\t寧\t格\t勒”\t獎\t章";"  ";;
"ussr_leningrad_def_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_hero/name";"Hero of USSR";"Héros de l'URSS";"Geroj Sovetskogo Sojuza";"Held der Sowjetunion";"Héroe de la URSS";"Медаль Золотая Звезда";"Bohater Związku Radzieckiego";"Hrdina Sovětského svazu";"SSCB Kahramanı";"“苏\t联\t英\t雄”";"ソビエト\t連邦の\t英雄";"Geroy Sovetskogo Soyuza (Herói da URSS)";"Герой Радянського Союзу ";"Heroj SSSR-a";"Szovjetunió Hőse";"소비에트 연방 영웅(Герой Советского Союза)";"Герой Савецкага Саюза";"Eroul URSS-ului";"“蘇\t聯\t英\t雄”";"  ";;
"ussr_hero/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_glory_order_3_class/name";"Order of Glory 3 class";"Ordre de la Gloire (3ème classe)";"Ordine della Gloria III classe";"Ruhmesorden 3. Klasse";"Orden de la gloria de 3ª clase";"Орден Славы 3 степени";"Order Chwały III klasy";"Order of Glory 3 class";"Order of Glory 3 class";"三\t级\t光\t荣\t勋\t章";"3級栄光の\t勲章";"Ordem da Glória 3ª Classe";"Орден Слави 3 ступеня";"Order of Glory 3 class";"Dicsőség érdemrend III. fokozat";"3급 영광장";"Ордэн Славы 3 ступені";"Ordinul Gloriei Clasa 3";"三\t級\t光\t榮\t勳\t章";"  ";;
"ussr_glory_order_3_class/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_glory_order_2_class/name";"Order of Glory 2 class";"Ordre de la Gloire (2ème classe)";"Ordine della Gloria II classe";"Ruhmesorden 2. Klasse";"Orden de la gloria de 2ª clase";"Орден Славы 2 степени";"Order Chwały II klasy";"Order of Glory 2 class";"Order of Glory 2 class";"二\t级\t光\t荣\t勋\t章";"2級栄光の\t勲章";"Ordem da Glória 2ª Classe";"Орден Слави 2 ступеня";"Order of Glory 2 class";"Dicsőség érdemrend II. fokozat";"2급 영광장";"Ордэн Славы 2 ступені";"Ordinul Gloriei Clasa 2";"二\t級\t光\t榮\t勳\t章";"  ";;
"ussr_glory_order_2_class/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_glory_order_1_class/name";"Order of Glory 1 class";"Ordre de la Gloire (1ère classe)";"Ordine della Gloria I classe";"Ruhmesorden 1. Klasse";"Orden de la gloria de 1ª clase";"Орден Славы 1 степени";"Order Chwały I klasy";"Order of Glory 1 class";"Order of Glory 1 class";"一\t级\t光\t荣\t勋\t章";"1級栄光の\t勲章";"Ordem da Glória 1ª Classe";"Орден Слави 1 ступеня";"Order of Glory 1 class";"Dicsőség érdemrend I. fokozat";"1급 영광장";"Ордэн Славы 1 ступені";"Ordinul Gloriei Clasa 1";"一\t級\t光\t榮\t勳\t章";"  ";;
"ussr_glory_order_1_class/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_for_victory_over_japan_medal/name";"Medal For the Victory over Japan";"Médaille pour la victoire sur le Japon";"Medaglia per la Vittoria sul Giappone";"Medaille „Für den Sieg über Japan“";"Medalla por la victoria contra Japón";"Медаль За победу над Японией";"Medal za Zwycięstwo z Japonią";"Medal For the Victory over Japan";"Medal For the Victory over Japan";"“战\t胜\t日\t本”\t奖\t章";"対日本戦勝記章";"Medalha pela Vitória sobre o Japão
";"Медаль За перемогу над Японією";"Medal For the Victory over Japan";"Japán Legyőzéséért emlékérem";"대일전승기념훈장";"Медаль За перамогу над Японіяй";"Medalia „Pentru victoria asupra Japoniei”";"“戰\t勝\t日\t本”\t獎\t章";"  ";;
"ussr_for_victory_over_japan_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_for_victory_over_germany_medal/name";"Medal For the Victory over Germany in the Great Patriotic War 1941–1945";"Médaille pour la victoire sur l'Allemagne dans la Grande Guerre patriotique de 1941-1945";"Medaglia per la Vittoria sulla Germania nella Grande Guerra Patriottica 1941-1945";"Medaille „Für den Sieg über Deutschland im Großen Vaterländischen Krieg 1941–1945“";"Medalla por la victoria contra Alemania en la Gran Guerra Patriótica de 1941-1945";"Медаль За победу над Германией в Великой Отечественной войне 1941—1945 гг";"Medal For the Victory over Germany in the Great Patriotic War 1941–1945";"Medal For the Victory over Germany in the Great Patriotic War 1941–1945";"Medal For the Victory over Germany in the Great Patriotic War 1941–1945";"“1941 - 1945 年\t伟\t大\t卫\t国\t战\t争\t战\t胜\t德\t国”\t奖\t章";"大祖国戦争\tドイツ\t戦勝\tメダル 1941–1945";"Medalha da Vitória sobre a Alemanha na Grande Guerra Patriótica 1941-1945";"Медаль За перемогу над Німеччиною у Великій Вітчизняній війні 1941-1945 рр";"Medal For the Victory over Germany in the Great Patriotic War 1941–1945";"Az 1941–1945-ös Nagy Honvédő Háborúban Németország Fölött Aratott Győzelemért érdemérem";"대조국전쟁 대독승전훈장";"Медаль За перамогу над Германіяй у Вялікай Айчыннай вайне 1941—1945 гг";"Medalia „Pentru victoria asupra Germaniei în Mare Război Patriotic”";"“1941\t－\t1945\t年\t偉\t大\t衛\t國\t戰\t爭\t戰\t勝\t德\t國”\t獎\t章";"  ";;
"ussr_for_victory_over_germany_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_for_battle_merit_medal/name";"Medal For Battle Merit";"Médaille du mérite au combat";"Medaglia al Merito in Battaglia";"Medaille „Für Verdienste im Kampf“";"Medalla por Mérito de Combate";"Медаль За боевые заслуги";"Medal For Battle Merit";"Medal For Battle Merit";"Medal For Battle Merit";"战\t功\t奖\t章";"武功の\tメダル";"Medalha por Mérito em Batalha ";"Медаль За бойові заслуги";"Medal For Battle Merit";"Háborús Érdemérem";"군공훈장";"Медаль За баявыя заслугі";"Medalia „Pentru merite în luptă”";"戰\t功\t獎\t章";"  ";;
"ussr_for_battle_merit_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_caucasus_def_medal/name";"Medal For the Defence of the Caucasus";"Médaille pour la défense du Caucase";"Medaglia per la Difesa del Caucaso";"Medaille „Für die Verteidigung des Kaukasus“";"Medalla Por la Defensa del Cáucaso";"Медаль За оборону Кавказа";"Medal For the Defence of the Caucasus";"Medal For the Defence of the Caucasus";"Medal For the Defence of the Caucasus";"“保\t卫\t高\t加\t索”\t奖\t章";"コーカサス\t防衛の\tメダル";"Medalha pela Defesa do Cáucaso";"Медаль За оборону Кавказу";"Medal For the Defence of the Caucasus";"Kaukázus Védelméért emlékérem";"코카서스 수방장";"Медаль За абарону Каўказа";"Medalia „Pentru apărarea Caucazului”";"“保\t衛\t高\t加\t索”\t獎\t章";"  ";;
"ussr_caucasus_def_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_berlin_capture_medal/name";"Medal For the Capture of Berlin";"Médaille pour la capture de Berlin";"Medaglia per la Cattura di Berlino";"Medaille „Für die Einnahme Berlins“";"Medalla por la captura de Berlín";"Медаль За взятие Берлина";"Medal For the Capture of Berlin";"Medal For the Capture of Berlin";"Medal For the Capture of Berlin";"“攻\t克\t柏\t林”\t奖\t章";"ベルリン\t占領\tメダル";"Medalha pela Captura de Berlim ";"Медаль За взяття Берліна";"Medal For the Capture of Berlin";"Berlin Bevételéért emlékérem";"베를린 점령장";"Медаль За ўзяцце Берліна";"Medalia „Pentru capturarea Berlinului”";"“攻\t克\t柏\t林”\t獎\t章";"  ";;
"ussr_berlin_capture_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_antiaircraft_badge/name";"Badge Excellent of the antiaircraft defense";"Insigne d'excellence en défense antiaérienne";"Distintivo per l'eccellenza nella difesa antiaerea";"Abzeichen ""Ausgezeichneter Soldat der Luftverteidigung""";"Insignia de Excelencia de la Defensa Antiaérea";"Нагрудный знак Отличник ПВО";"Badge Excellent of the antiaircraft defense";"Badge Excellent of the antiaircraft defense";"Badge Excellent of the antiaircraft defense";"优\t秀\t防\t空\t胸\t章";"優秀対空防衛の\tバッジ";"Distintivo de Excelência em Defesa Antiaérea ";"Нагрудний знак Відмінник ППО";"Badge Excellent of the antiaircraft defense";"Badge Excellent of the antiaircraft defense";"우수 방공 배지";"Нагрудны знак Выдатнік СПА";"Insigna „Luptător antiaerian excelent”";"優\t秀\t防\t空\t胸\t章";"  ";;
"ussr_antiaircraft_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"ussr_air_badge/name";"Badge Excellent of the Air force";"Insigne d'excellence de l’armée de l’Air";"Distintivo nell'eccellenza in Aeronautica";"Abzeichen ""Ausgezeichneter Luftwaffensoldat""";"Insignia de Excelencia de la Fuerza Aérea";"Нагрудный знак Отличник ВВС";"Badge Excellent of the Air force";"Badge Excellent of the Air force";"Badge Excellent of the Air force";"优\t秀\t空\t军\t胸\t章";"優秀空軍兵の\tバッジ";"Distintivo de Excelência da Força Aérea ";"Нагрудний знак Відмінник ВПС";"Badge Excellent of the Air force";"Badge Excellent of the Air force";"우수 공군 배지";"Нагрудны знак Выдатнік ВПС";"Insigna „Aviator excelent”";"優\t秀\t空\t軍\t胸\t章";"  ";;
"ussr_air_badge/desc";;;;;;;;;;;;;;;;;;;;;;
"usa_wwii_medal/name";"World War II Victory Medal";"Médaille de la victoire de la Seconde Guerre mondiale";"Medaglia per la Vittoria della Seconda Guerra Mondiale";"Medaille zum Sieg des Zweiten Weltkriegs";"Medalla de la Victoria de la Segunda Guerra Mundial";"Медаль Победы во Второй мировой войне";"World War II Victory Medal";"World War II Victory Medal";"World War II Victory Medal";"第\t二\t次\t世\t界\t大\t战\t胜\t利\t奖\t章";"第二次世界大戦勝利\tメダル";"Medalha de Vitória da 2ª Guerra Mundial ";"Медаль Перемоги у Другій світовій війні";"World War II Victory Medal";"II. világháborús győzelemért érme";"제 2차 세계대전 전승훈장";"Медаль Перамогі ў Другой сусветнай вайне";"Medalia „Victorie în al Doilea Război Mondial”";"第\t二\t次\t世\t界\t大\t戰\t勝\t利\t獎\t章";"  ";;
"usa_wwii_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"usa_silver_star/name";"Silver Star";"Silver Star";"Stella d'argento";"Silberstern";"Estrella de plata";"Серебряная звезда";"Srebrna Gwiazda";"Stříbrná hvězda";"Gümüş Yıldız";"银\t星\t章";"銀星章
";"Silver Star";"Срібна Зірка ";"Srebrna zvezda";"Ezüst csillag";"은성 훈장(Silver Star)";"Срэбная зорка";"Steaua de argint";"銀\t星\t勳\t章";"  ";;
"usa_silver_star/desc";;;;;;;;;;;;;;;;;;;;;;
"usa_sign_pilot_navy/name";"Naval Aviator Badge";"Insigne de l'aéronavale";"Distintivo Aviatore Imbarcato";"Abzeichen der Marineflieger";"Insignia de Piloto Naval";"Нагрудный знак летчик ВМФ";"Odznaka Pilota Marynarki";"Naval Aviator Badge";"Naval Aviator Badge";"海\t军\t航\t空\t员\t胸\t章";"艦上航空兵の\tバッジ";"Distintivo de Aviador Naval";"Нагрудний знак льотчик ВМФ";"Naval Aviator Badge";"Haditengerészeti pilótajelvény";"해군 조종사 배지";"Нагрудны знак лётчык ВМФ";"Insigna „Aviator maritim”";"海\t軍\t航\t空\t員\t胸\t章";"  ";;
"usa_sign_pilot_navy/desc";;;;;;;;;;;;;;;;;;;;;;
"usa_sign_pilot/name";"Air Force Pilot Badge";"Insigne de pilote de l'Air Force";"Distintivo Pilota Aeronautica";"Abzeichen der Piloten der Luftstreitkräfte";"Insignia de Piloto de la Fuerza Aérea";"Нагрудный знак пилота";"Odznaka pilota Sił Powietrznych";"Air Force Pilot Badge";"Air Force Pilot Badge";"空\t军\t飞\t行\t员\t胸\t章";"空軍\tパイロットバッジ";"Distintivo de Piloto da Força Aérea";"Нагрудний знак пілота";"Air Force Pilot Badge";"Pilótajelvény";"공군 파일럿 배지";"Нагрудны знак пілота";"Insigna „Pilot al Forțelor Aeriene”";"空\t軍\t飛\t行\t員\t胸\t章";"  ";;
"usa_sign_pilot/desc";;;;;;;;;;;;;;;;;;;;;;
"usa_sign_gunner/name";"Air Force Aerial Gunner Badge";"Insigne de mitrailleur embarqué de l'Air Force";"Distintivo Artigliere dell'Aeronautica";"Abzeichen der Bordschützen der Luftstreitkräfte";"Insignia de Artillero de la Fuerza Aérea";"Нагрудный знак стрелка";"Odznaka strzelca pokładowego Sił Powietrznych";"Air Force Aerial Gunner Badge";"Air Force Aerial Gunner Badge";"空\t军\t航\t空\t机\t枪\t手\t胸\t章";"空軍対空砲手\tバッジ";"Distintivo de Artilheiro da Força Aérea";"Нагрудний знак стрілка";"Air Force Aerial Gunner Badge";"Légi lövész jelvény";"공군 기총사수 배지";"Нагрудны знак стралка";"Insigna „Mitralior al Forțelor Aeriene”";"空\t軍\t航\t空\t機\t槍\t手\t胸\t章";"  ";;
"usa_sign_gunner/desc";;;;;;;;;;;;;;;;;;;;;;
"usa_sign_bombardier/name";"Air Force Bombardier Badge";"Insigne de Bombardier de l'Air Force";"Distintivo Bombardiere dell'Aeronautica";"Abzeichen der Bombenschützen der Luftstreitkräfte";"Insignia de Bombardero de la Fuerza Aérea";"Нагрудный знак бомбардира";"Odznaka bombardiera Sił Powietrznych";"Air Force Bombardier Badge";"Air Force Bombardier Badge";"空\t军\t轰\t炸\t员\t胸\t章";"空軍爆撃兵\tバッジ";"Distintivo de bombardeiro da Força Aérea";"Нагрудний знак бомбардира";"Air Force Bombardier Badge";"Bombázójelvény";"공군 폭격수 배지";"Нагрудны знак бамбардзіра";"Insigna „Bombardier al Forțelor Aeriene”";"空\t軍\t轟\t炸\t員\t胸\t章";"  ";;
